Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides 
300370784,SL2525A,Party Light 25 ft. 24-Light String Light with Amber Bulb,"Perfect for both indoors or out, these decorative and durable string lights will illuminate your decor space with style year round. These also work great for party events and restaurant or bar applications.","Bullet07 : Perfect for patios, pergolas, gazebos, home accents, parties, and camping,MFG Brand Name : Unbranded,Bullet04 : UL approved,Bullet05 : Male and female endings allow for connection of additional strings for longer reach,Bullet01 : 20-Gauge cord ideal for indoor or outdoor use,Bullet03 : 2 ft. spacing between lights,Bullet02 : Accepts C7 type bulbs for ample night time illumination,Bullet06 : 25 ft. length with 24-light string light with amber bulb",20.37 / 20.37,"Product Highlight 1 : 24 Decorative amber lights on 25ft string,Product Highlight 2 : Weatherproof design for a long lasting use,Product Highlight 3 : LED provides lifetime of decorative light never needing replacing",5.0,https://images.homedepot-static.com/productImages/4501de66-ad2a-4331-b783-87f359a2b5ce/svn/black-string-lights-sl2525a-64_1000.jpg,"Returnable : 90-Day,Exterior Lighting Product Type : String Lights,Compatible Bulb Type : Integrated LED,LED,Maximum Wattage (watts) : 0,Recommended Light Bulb Shape Code : C7,Light Bulb Type Included : Incandescent,Number of Bulbs : 24,Fixture Color/Finish : Black,Maximum Bulb Wattage : 5,Indoor/Outdoor : Indoor,Outdoor,Product Weight (lb.) : 2,Weather Resistant : Yes,Outdoor Lighting Features : No additional features,Style : Traditional,Bulb Shape : Globe,Product Length (ft.) : 300,Product Depth (in.) : 1,Product Width (in.) : 1,Product Height (in.) : 3,Product Length (in.) : 300,Wire Length (ft.) : 25,Manufacturer Warranty : 1 Year",
306955011,SLP-500CLB,LED Light Party Show Indoor/Outdoor Bluetooth Speaker in Black,Meet the New LINSAY SLP-500CB LED Light Show Indoor/Outdoor Portable Bluetooth Speaker Blue which features 10 multi colorful LED lighting. Place it outdoor to brighten your surroundings with a 360° multi light show. Including a 360-surrounding sound to experience an exciting listening show.  Loud and Deep sound by our latest Bluetooth technology to guarantee an efficient music streaming.,"Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet02 : 10 multi colorful led lighting controlled by switch,MFG Brand Name : LINSAY,Bullet04 : Sparkling every side 360° bright,Bullet03 : 360° surrounding sound,Bullet01 : Portable Bluetooth speaker blue",72.09 / 72.09,,0.0,"https://images.homedepot-static.com/productImages/bd93cf09-4723-406a-886c-292ea26b34ab/svn/black-linsay-portable-audio-video-slp-500clb-64_1000.jpg,https://images.homedepot-static.com/productImages/d72c1290-4d48-4d49-b832-b889b35be1f1/svn/black-linsay-portable-audio-video-slp-500clb-c3_1000.jpg,https://images.homedepot-static.com/productImages/d5fead5f-8a54-45dc-83d0-b664a6f19025/svn/black-linsay-portable-audio-video-slp-500clb-4f_1000.jpg","Color/Finish : Black,Features : Bluetooth,Portable,Power Source : Rechargeable Lithium-Ion Battery,Returnable : 90-Day,Indoor/Outdoor : Indoor/Outdoor,Wired or Wireless : Combo,Product Type : Party Speakers,Electronics Included Components : Batteries,Product Height (in.) : 9 in,Product Depth (in.) : 3.5 in,Product Width (in.) : 4 in,Manufacturer Warranty : 90 Days Limited Manufacturers Warranty",SDS : https://images.homedepot-static.com/catalog/pdfImages/21/21133369-576c-445c-b58d-baac7f44d234.pdf
309019310,QM16035,12 in. H Pool Party Pete Naked Gnome Statue,"Pete's butt nekkid, but his dimples are oh-so-cute. Count us among those who didn't realize that gnomes were ready to jump into the pool or pond sky clad at any moment, but Party Pete proves the point with his rubber ducky innertube and red elf hat. Cast in quality designer resin, this hand-painted, skinny-dipping gnome collectible is found only at Design Toscano. Imagine the elfin magic that'll be created in your garden or that of a gnome statue collecting friend with this loveable creature. Last 1 in is a rotten egg. 7.50 in. W x 6.50 in. D x 12 in. H, 2 lbs.","Bullet01 : Hand-cast,Bullet04 : Exclusive to the Design Toscano brand,MFG Brand Name : Design Toscano,Bullet03 : Each piece is individually hand-painted by our artisans,Bullet02 : Crafted with real crushed stone bonded with high quality designer resin,Bullet05 : Perfect for your home or garden",32.22 / 32.22,,0.0,"https://images.homedepot-static.com/productImages/ce04d705-e62f-4f1d-9afd-70d1e174af2d/svn/design-toscano-garden-statues-qm16035-64_1000.jpg,https://images.homedepot-static.com/productImages/bd6f9d2f-1e56-41d3-8c49-a2114c7f88e7/svn/design-toscano-garden-statues-qm16035-c3_1000.jpg,https://images.homedepot-static.com/productImages/22950452-346c-4dd6-b943-8d9b9f714a61/svn/design-toscano-garden-statues-qm16035-4f_1000.jpg,https://images.homedepot-static.com/productImages/f868cfea-f150-4c6b-9bd7-f1959b579a57/svn/design-toscano-garden-statues-qm16035-1f_1000.jpg,https://images.homedepot-static.com/productImages/72d692fd-91af-490a-9a4b-120387382b57/svn/design-toscano-garden-statues-qm16035-44_1000.jpg,https://images.homedepot-static.com/productImages/23e4e312-8fb0-43af-a3ec-3bfe73a1364b/svn/design-toscano-garden-statues-qm16035-fa_1000.jpg","Returnable : 90-Day,Indoor/Outdoor : Indoor/Outdoor,Color Family : Multi-Colored,Mounting Type : Free standing,Material : Resin,Product Height (in.) : 12,Product Width (in.) : 6.5 in,Product Depth (in.) : 7.5,Manufacturer Warranty : No Warranty",
308331166,86201,Party Hats Swimming Pool and Yard Ring Toss Game,"Poolmaster's Party Hat Ring Toss game is the perfect activity for any event. Featuring a water-bladder at their base, the inflatable party hats can be set up on land or in the water. Test your aim at the next celebration with Poolmaster's Party Hat Ring Toss. Set includes 6 inflatable party hats made of 7.2-Gauge vinyl and 6 yellow plastic toss rings. Recommended for ages 8 plus.","Bullet06 : Recommended for ages 8 plus,Bullet03 : Game includes 6 yellow plastic toss rings - approximately 6.5 in. Dia,Bullet02 : 6 inflatable party hats feature a built-in water bladder that provides upright stability,Bullet04 : Constructed with 7.2-Gauge vinyl,Bullet01 : Toss game for playing and scoring on water or lawn,MFG Brand Name : Poolmaster,Bullet05 : Each hat measures 17 in. high, approximate deflated size",15.21 / 15.21,,0.0,"https://images.homedepot-static.com/productImages/666aac96-cb0d-4ea3-bbd7-d7ec8c462db1/svn/multi-poolmaster-pool-floats-86201-64_1000.jpg,https://images.homedepot-static.com/productImages/01c3f790-ac4b-400f-b037-22b1874d60b7/svn/multi-poolmaster-pool-floats-86201-c3_1000.jpg,https://images.homedepot-static.com/productImages/931436e8-b2d7-4adb-976b-06b385e50f66/svn/multi-poolmaster-pool-floats-86201-4f_1000.jpg,https://images.homedepot-static.com/productImages/d9fe59a1-853a-49e8-971b-9e453318eb0f/svn/multi-poolmaster-pool-floats-86201-1f_1000.jpg,https://images.homedepot-static.com/productImages/7be3ebc8-032b-4a6e-8bc7-ea67304d2a26/svn/multi-poolmaster-pool-floats-86201-44_1000.jpg","Outdoor Living Product Type : Mattress Floats,Returnable : 90-Day,Number of People : 4,Color Family : Multi,Color/Finish : Multi,Float Type : Pool Tubes,Pack Size : 1,Material : Vinyl,Features : No Additional Features,Product Height (in.) : 8,Product Width (in.) : 1,Product Depth (in.) : 8,Manufacturer Warranty : 1-Year",
302807067,HDPPGB54UX-01F,1 gal. #HDPPGB54U Pool Party Flat Exterior One-Coat Paint with Primer,"PPG Timeless Exterior Paint and Primer is formulated with our most advanced paint innovation providing complete one coat hide, coverage and durability. With PPG Timeless UV-Protect Technology, you get guaranteed one coat coverage in 900 plus colors and the best resistance to extreme weather. The tough finish provides exceptional resistance to chipping, flaking and cracking and provides a mold, mildew and algae resistant coating. When you choose PPG Timeless Paint you can be confident that you will complete your project quickly and that the exterior of your home will stay beautiful and protected. One coat coverage only when tinted to colors specified for PPG Timeless Exterior Paints.","Bullet06 : 100% acrylic formula,MFG Brand Name : PPG TIMELESS,Bullet01 : Delivers complete 1-coat hide, coverage and durability,Bullet05 : 1 gal. provides approximately 250 sq. ft. to 300 sq. ft. of coverage,Bullet03 : Exceptional resistance to chipping, flaking and cracking,Bullet04 : High build formula hides minor surface imperfections,Bullet12 : Tough finish of PPG Timeless provides peace of mind, knowing that it resists cracking and peeling, even under the most extreme temperature and moisture conditions,Bullet09 : Best resistance to extreme weather is comprised of dirt resistance, UV resistance, cyclic environmental testing and adhesion,Bullet02 : Excellent fade resistance,Bullet08 : Lifetime guarantee,Bullet10 : Keep your homes exterior clean by relying on the dirt resistance of PPG Timeless,Bullet11 : PPG Timeless provides UV resistance, allowing your exterior surface to stay beautiful and protected,Bullet13 : Actual paint colors may vary from on-screen and printer representations,Bullet07 : Application down to 35°F",40.98 / 40.98,"Product Highlight 2 : Exterior paint provides the best resistance to extreme weather,Product Highlight 3 : Time-saving paint and primer in one,Product Highlight 1 : 1-coat coverage, ideal on exterior siding, doors, or trim",4.2609,"https://images.homedepot-static.com/productImages/a3f11fc3-2572-4989-976f-9fcdc92a4879/svn/pool-party-ppg-timeless-paint-colors-hdppgb54ux-01f-64_1000.jpg,https://images.homedepot-static.com/productImages/13af2144-ce99-41c5-82cd-99af96d0ab01/svn/pool-party-ppg-timeless-paint-colors-hdppgb54ux-01f-40_1000.jpg,https://images.homedepot-static.com/productImages/98a70baa-6c07-4b29-b69d-9d1ef525495e/svn/pool-party-ppg-timeless-paint-colors-hdppgb54ux-01f-a0_1000.jpg,https://images.homedepot-static.com/productImages/787e60ef-b216-4bba-9802-568bdd6fabba/svn/pool-party-ppg-timeless-paint-colors-hdppgb54ux-01f-66_1000.jpg,https://images.homedepot-static.com/productImages/851c3168-2017-49de-a95e-6216a48b3faf/svn/pool-party-ppg-timeless-paint-colors-hdppgb54ux-01f-77_1000.jpg,https://images.homedepot-static.com/productImages/6ee4f890-3215-4a5a-a13e-2d89b668a35e/svn/pool-party-ppg-timeless-paint-colors-hdppgb54ux-01f-c3_1000.jpg,https://images.homedepot-static.com/productImages/3aa21f66-b45f-4e56-a33d-efd445df3c77/svn/pool-party-ppg-timeless-paint-colors-hdppgb54ux-01f-4f_1000.jpg,https://images.homedepot-static.com/productImages/bef914a9-ae9b-4dbc-a06d-cce1088aa2f1/svn/pool-party-ppg-timeless-paint-colors-hdppgb54ux-01f-1f_1000.jpg","Paint/Stain Clean Up : Soap & Water,Substrate/Surface Use Type : Ceiling,Drywall,Masonry,Metal,Plaster,Vinyl,Wood,Paint Key Features : Low Odor,One Coat Coverage,Paint & Primer in One,Tintable,Washable,Tint Base : Base 1,Time before recoating (hours) : 4,Approximate Coverage (sq. ft.) : 300,Returnable : Non-Returnable,Sheen : Flat/Matte,HSL Value : 197.2:65.3:71.8,Color Number : 79BG 53/259,Protection Type : Dirt Resistant,Splatter Resistant,UV/Fade Resistant,Color/Finish : Pool Party,Minimum Temperature for Use (F) : 35,Dry to touch (min.) : 30,RGB Value : 136:197:230,Transparency : Solid,Color Family : Blue,Paint & Primer in One : Yes,Hexadecimal Value : 88CBE6,Paint Type : Exterior Paint,Container Size : 1 GA-Gallon,Manufacturer Warranty : Guaranteed Results/Limited Lifetime Warranty","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/29/297e9c45-fcb0-4125-a449-5844a768b8cc.pdf,SDS : https://images.homedepot-static.com/catalog/pdfImages/4d/4df8c8cf-db1f-4d3a-9ebc-89a61e9c441b.pdf"
306337577,PT-DRAGON-01,Fire Dragon Pool Float Party Tube Set Your Summer on Fire (for Adults and Kids),"The GoFloats Fire Dragon party tube is the perfect choice for those looking to have a magical scorching summer. Whether you're lounging with your eyes closed and toes dipped in water or riding the waves of the party, the magical fire Dragon will make any event better. Unlike your average pool floats, the mythical GoFloats fire Dragon is made with nothing but the best premium vinyl Raft material proven to be 25% thicker than the competition for maximum safety, utility and fun, also making it durable enough for the pool, lakes, rivers and even the ocean. Beach day anyone plus, the GoFloats fire Dragon is ready for the water at a moment's notice thanks to its unique rapid-inflate valve that allows for 5 times faster inflation (and deflation) so that all swimmers ages 12 plus can bask in the sun without ever missing a beat. The GoFloats fire Dragon party tube is for anyone who wants innovative style and value at its finest. GoFloats and our customer service team are based in Sunny orange county, CA. All GoFloats original designs are protected under us copyright.","Bullet02 : Huge size: impress everyone in the water with your towering fire dragon measuring 4 ft. W and 2 ft. tall, ideal for swimmers of all sizes and rated at 500 plus lbs.,Bullet01 : Set your summer on fire: the original GoFloats fire dragon party tube reign the iron throne this summer as king or queen of the dragons with the fun and affordable GoFloats fire dragon,Bullet04 : Rapid valve inflation: allows for 10 times faster inflation and deflation compared with traditional valves (2-minutes vs 20-minutes),Bullet03 : Premium materials: designed with life-like flames and dragon scales and made with premium UV treated raft grade vinyl 25% thicker than competition,MFG Brand Name : GoFloats",16.45 / 16.45,,5.0,"https://images.homedepot-static.com/productImages/7756dedf-4e44-4ac5-8c79-7aafb9e24582/svn/green-gofloats-pool-floats-pt-dragon-01-64_1000.jpg,https://images.homedepot-static.com/productImages/a26ff391-78f7-4c98-99de-65598c61e935/svn/green-gofloats-pool-floats-pt-dragon-01-c3_1000.jpg,https://images.homedepot-static.com/productImages/3c3fd706-0bd7-41b1-be2b-d7af337009bc/svn/green-gofloats-pool-floats-pt-dragon-01-4f_1000.jpg,https://images.homedepot-static.com/productImages/dcee63b4-3169-4aac-a5aa-2d50690e99f7/svn/green-gofloats-pool-floats-pt-dragon-01-1f_1000.jpg,https://images.homedepot-static.com/productImages/af6b3115-83cc-4f7b-8c34-d2651f75a92e/svn/green-gofloats-pool-floats-pt-dragon-01-44_1000.jpg,https://images.homedepot-static.com/productImages/52cd6f21-77e4-48c4-b2e1-56ec687d25fa/svn/green-gofloats-pool-floats-pt-dragon-01-fa_1000.jpg","Outdoor Living Product Type : Mattress Floats,Features : Inflatable,UV Resistant,Returnable : 90-Day,Number of People : 1,Color/Finish : Green,Float Type : Pool Tubes,Color Family : Greens,Pack Size : 1,Material : Vinyl,Product Depth (in.) : 3 in,Product Width (in.) : 12 in,Product Height (in.) : 9 in,Manufacturer Warranty : GOFLOATS WARRANTY: GoFloats is a US company with US customer support - 100% satisfaction guaranteed",
303065331,SH-362058,Carpet Sample - Bonanza II - Color Garden Party Twist 8 in. x 8 in.,"If style is what you are looking for, the Bonanza Carpet is a gorgeous texture carpet is a sleek luminous blend of sophisticated color. We've added tonal dimension for an intriguing effect of style and design. Covered by LifeProof Warranty: Lifetime pet stain warranty; limited lifetime stain and soil warranty;  25-year wear and tear warranty.","Bullet04 : Manufactured from continuous fibers to minimize shedding,Bullet07 : FHA approved,Bullet05 : Vacuum and spot clean for maintenance; professional cleaning recommended yearly,Bullet08 : Softbac Platinum Backing for added softness,Bullet06 : Machine Made,Bullet02 : Lifetime pet stain warranty; limited lifetime stain and soil warranty;  25-year wear and tear warranty,Bullet09 : 7/16 in. thick carpet pad recommended for use with this carpet,MFG Brand Name : LifeProof,Bullet01 : Solution-Dyed Nylon,Bullet10 : Carpet samples are non-returnable,Bullet03 : Protected by R2X Stain and Soil Resistance System",1.0 / 1.0,"Product Highlight 2 : Lifetime limited pet and stain warranty, 25 year wear warranty,Product Highlight 1 : Preview the color and texture with 8 in. x 8 in. Carpet Sample",4.4,https://images.homedepot-static.com/productImages/a980fa6d-9055-4ef9-8197-11bbe4ea22e9/svn/garden-party-lifeproof-carpet-samples-sh-362058-64_1000.jpg,"Carpet Density : 2975,Roll/Tile : Roll,Flooring Product Type : Carpet,R-Value : 1.65482,Carpet Contruction : Tufted,Yarn Gauge (in.) : .15625,Backing Type : Softbac,Returnable : Non-Returnable,Material : Nylon (100%),Style : Basics,Classic,Style,Face Weight (oz./ sq.yd.) : 56.2,Total Square Footage Covered : 0,Fiber Type : BCF,FHA Approved : FHA Approved,In-Store Availability : Special Order,PAR Rating : 3.75,Dyeing Method : Solution Dyed,Color/Finish : Garden Party,Indoor/Outdoor : Indoor,Carpet Fiber : Nylon,Features : Stain Resistant,Commercial/Residential : Residential,Carpet Style Type : Twist,Color Family : Green,Pile Height (in.) : .680,Product Length (in.) : 8 in,Product Width (in.) : 8 in,Warranty Detail : Pet Stains: Lifetime, Any Pet Stain Food, Beverage & Soil: Lifetime Texture Retention: 25 years Stair Warranty: Included,Warranty Level : Lifeproof,Manufacturer Warranty : Lifetime pet stain warranty; lifetime limited stain and soil warranty;  25-year wear and tear warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/76/76c09dc1-6901-4de6-ae33-23f1ec5a1218.pdf,Buying Guide : https://images.homedepot-static.com/catalog/pdfImages/16/1654ea6f-5aac-4064-9352-a57cd739892d.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/e3/e36ff7f1-afe0-42c3-91fe-5df44c944478.pdf"
204517080,443B90525SAM,Fairy Tea Time Pink European Party Wallpaper Border Sample,Glamour girls with fairy wings show off beautiful party dresses across Europe. A darling and fashionable girls wallpaper border. Over a pink background with cool fairies around famous European landmarks this border will fit well within any girl's room. Add this mural to your home today for some added depth to your walls.,"MFG Brand Name : Unbranded,Bullet02 : Scrubbable and peelable,Bullet03 : Sample is 8 in. x 10 in.,Bullet01 : Prepasted solid sheet vinyl,Bullet04 : Full roll pattern number is 443B90525",6.0 / 6.0,,0.0,https://images.homedepot-static.com/productImages/cdfcf2ab-8697-46b9-92c7-948a480bf36b/svn/wallpaper-443b90525sam-64_1000.jpg,"Color Family : Pink,Pattern name : Fairy Tea Time Border Pink European Party,Returnable : Non-Returnable,Theme : Novelty,Product Weight (lb.) : .2,Removal Type : Peelable,Use : Residential,Application Type : Pre-pasted,Features : No Additional Features,Color : Pink,Lifestage : Kid,Style : Modern,Pattern Repeat Distance (in.) : 0,Color Family : Pink,Material : Vinyl,Pattern Type : Abstract,Decor Type : Border Sample,Match Type : Straight across,Product Width (in.) : 8,Product Thickness (in.) : 0.125,Product Length (in.) : 10,Manufacturer Warranty : Replacement if defective",
304579025,82515,Beer Party Beer Glass Set (25-Pack),"The Libbey Craft Brews 12-piece Beer Party Glass Set with Coasters and Bottle Opener is an instant party in a box! It comes with classic pilsner glasses, stemmed porter/stout glasses, spacious craft pub glasses, matching coasters, and a handy bottle opener. Just add friends and a few good beers!","Bullet05 : Includes 4, 16 oz. IPA glasses; 4, 16 oz. pub glasses; 4, 16 oz. wheat beer glasses; 12, 4 in. diameter paperboard coasters; and 1, 7.1 in. by 1.6 in. double-sided stainless steel bottle opener,Bullet02 : Incredible valueideal gift for beer lovers who want to instantly create a versatile glassware collection and enjoy enhancing the experience of their favorite brews for years to come,Bullet01 : Three types of specifically contoured glasses bring out the unique flavor of each beer, pleasing aficionados and casual drinkers alike; stylish coasters and bottle opener round out the collection,Bullet03 : Glasses are durable and dishwasher safe for quick, easy cleanup.,MFG Brand Name : Libbey,Bullet04 : Lead-free",49.99 / 49.99,"Product Highlight 1 : Assorted beer glasses create an at-home brewery experience,Product Highlight 2 : Large set is perfect for your next gathering or guys night,Product Highlight 3 : Make party clean up easier with this assorted dishwasher safe set",5.0,"https://images.homedepot-static.com/productImages/4322bd86-7b24-42f8-80ab-6785f9e7aa12/svn/libbey-beer-glasses-82515-64_1000.jpg,https://images.homedepot-static.com/productImages/881d0d61-965a-403a-a943-3de03238030a/svn/libbey-beer-glasses-82515-a0_1000.jpg,https://images.homedepot-static.com/productImages/3f91c360-7e03-47f1-b0e6-3b97c4c749fa/svn/libbey-beer-glasses-82515-c3_1000.jpg,https://images.homedepot-static.com/productImages/3340c50c-4c06-45b3-b936-c0c2e93c5566/svn/libbey-beer-glasses-82515-4f_1000.jpg,https://images.homedepot-static.com/productImages/935eecc3-ab52-41fb-a7d7-176e16a91fb1/svn/libbey-beer-glasses-82515-1f_1000.jpg","Returnable : 90-Day,Number of Pieces : 25,Diet & Allergens : Not Applicable,Number of Pieces : 25,Features : Dishwasher Safe,Cleaning Instructions : No special cleaning required,Shape : Round,Material : Glass,Package Type : Assorted Set,Features : No Additional Features,Kitchen Product Type : Beer/Pilsner Glasses,Style : Classic,Modern,Transitional,Capacity (fl. oz.) : 16,Color Family : Clear,Product Height (in.) : 7.7,Product Depth (in.) : 3.2,Diameter (in.) : 3.25 in,Product Width (in.) : 3.2,Manufacturer Warranty : No Warranty",
307737621,985100631M,Party Duo Twin 4 Qt. Glass Beverage Dispenser,"Great for busy restaurants, cafes, coffee shops, or hotels, this Core beverage dispenser is a stylish way to serve lemonade, iced tea, fruit punch, and other refreshingly cool beverages! With its large capacity and convenient features, this double beverage dispenser is the perfect way to add a touch of sophistication to your drink presentation.","MFG Brand Name : Gibson Home,Bullet03 : Perfect for party,Bullet02 : Matching glass lid keeps out dirt, bugs, and     other contaminants,Bullet01 : Clear Glass,Bullet04 : Hand wash",35.0 / 35.0,,0.0,"https://images.homedepot-static.com/productImages/7d4a6907-082c-48dc-b468-653c24311986/svn/gibson-home-beverage-dispensers-985100631m-64_1000.jpg,https://images.homedepot-static.com/productImages/80039a28-945c-44c9-bdfc-8cb7cfb44f3f/svn/gibson-home-beverage-dispensers-985100631m-c3_1000.jpg,https://images.homedepot-static.com/productImages/08a0fcac-8985-4f02-8a1d-73df326ce489/svn/gibson-home-beverage-dispensers-985100631m-4f_1000.jpg","Number of Pieces : 1,Returnable : 90-Day,Included : No Additional Items Included,Package Type : Set,Kitchen Product Type : Beverage Serveware,Features : Hand Wash Only,Features : No Additional Features,Capacity (oz.) : 128 oz,Capacity (qt.) : 4 qt (US),Stand Included : Yes,Number of Pieces : 1,Capacity (fl. oz.) : 128,Shape : Round,Material : Glass,Occasion : Year Round,Cleaning Instructions : Hand Wash Only,Recommended Use : Everyday Glassware,Color Family : Clear,Product Depth (in.) : 15.50 in,Product Width (in.) : 14.50 in,Product Height (in.) : 8.5 in,Diameter (in.) : 3 in,Manufacturer Warranty : Limited",
308055007,10374A,Oval Party Tub 20 Gal. with Handles Antique Copper,The Masonware Antique Copper Finish Oval Party Tub is 20 Gal. with handles. Great for Outdoor and Indoor events. Keep you Adult and Soft drinks cold.,"Bullet01 : Tub holds 8 Qt.,MFG Brand Name : Artland,Bullet02 : Has sealed seems to prevent leaking,Bullet04 : Easy to clean and store,Bullet03 : Easy to carry riveted handles",44.0 / 44.0,,3.0,https://images.homedepot-static.com/productImages/1077db1c-732d-4d8a-81d7-122c53b38fe5/svn/beverage-tubs-10374a-64_1000.jpg,"Returnable : 90-Day,Shape : Oval,Product Weight (lb.) : 3,Capacity (qt.) : 8,Color Family : Bronze,Cleaning Instructions : Hand Wash Only,Capacity (gal.) : 2,Material : Iron,Features : No Additional Features,Kitchen Product Type : Beverage Tubs,Recommended Use : Chilling,Ice,Product Height (in.) : 11.25,Product Width (in.) : 14,Diameter (in.) : 14,Product Depth (in.) : 14,Manufacturer Warranty : n",
303001062,SH-362014,Carpet Sample - Bonanza I - Color Garden Party Twist 8 in. x 8 in.,"If style is what you are looking for, the Bonanza Carpet is a gorgeous texture carpet is a sleek luminous blend of sophisticated color. We've added tonal dimension for an intriguing effect of style and design. Covered by LifeProof Warranty: Lifetime pet stain warranty; limited lifetime stain and soil warranty;  25-year wear and tear warranty.","Bullet04 : Manufactured from continuous fibers to minimize shedding,Bullet07 : FHA approved,Bullet05 : Vacuum and spot clean for maintenance; professional cleaning recommended yearly,Bullet08 : Softbac Platinum Backing for added softness,Bullet06 : Machine Made,Bullet02 : Lifetime pet stain warranty; limited lifetime stain and soil warranty;  25-year wear and tear warranty,Bullet09 : 7/16 in. thick carpet pad recommended for use with this carpet,MFG Brand Name : LifeProof,Bullet01 : Solution-Dyed Nylon,Bullet10 : Carpet samples are non-returnable,Bullet03 : Protected by R2X Stain and Soil Resistance System",1.0 / 1.0,"Product Highlight 3 : Lifetime limited pet and stain warranty, 25 year wear warranty,Product Highlight 2 : Lifetime limited pet and stain warranty, 25 year wear warranty,Product Highlight 1 : Preview the color and texture with 8 in. x 8 in. Carpet Sample",4.0,https://images.homedepot-static.com/productImages/a980fa6d-9055-4ef9-8197-11bbe4ea22e9/svn/garden-party-twist-lifeproof-carpet-samples-sh-362014-64_1000.jpg,"Roll/Tile : Roll,Face Weight (oz./ sq.yd.) : 39.3,Flooring Product Type : Carpet,R-Value : 1.65482,Carpet Contruction : Tufted,Yarn Gauge (in.) : .15625,Backing Type : Softbac,Returnable : Non-Returnable,Material : Nylon (100%),Style : Basics,Classic,Style,Total Square Footage Covered : 0,Fiber Type : BCF,FHA Approved : FHA Approved,In-Store Availability : Special Order,Carpet Density : 2081,PAR Rating : 3.75,Dyeing Method : Solution Dyed,Indoor/Outdoor : Indoor,Carpet Fiber : Nylon,Features : Stain Resistant,Commercial/Residential : Residential,Carpet Style Type : Twist,Color Family : Green,Color/Finish : Garden Party Twist,Pile Height (in.) : .680,Product Length (in.) : 8 in,Product Width (in.) : 8 in,Warranty Detail : Pet Stains: Lifetime, Any Pet Stain Food, Beverage & Soil: Lifetime Texture Retention: 25 years Stair Warranty: Included,Warranty Level : Lifeproof,Manufacturer Warranty : Lifetime pet stain warranty; lifetime limited stain and soil warranty;  25-year wear and tear warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/76/76c09dc1-6901-4de6-ae33-23f1ec5a1218.pdf,Buying Guide : https://images.homedepot-static.com/catalog/pdfImages/16/1654ea6f-5aac-4064-9352-a57cd739892d.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/e3/e36ff7f1-afe0-42c3-91fe-5df44c944478.pdf"
308404645,87169,48 in. Glitter Pixie Party Float Swimming Pool Tube,"It's magical. It's ethereal. It's perfect for princesses of all ages. Featuring 2 glitter-filled wings that stand over 2 ft. tall, the Glitter Pixie Party Float might be able to turn any frog into Prince Charming. This 48 in. tube features an inner diameter of approximately 11 in. for sitting comfortably and includes an easy inflate/deflate valve. Recommended for ages 8 plus. Note: This product is Selfie Certified.","Bullet06 : Recommended for ages 8 plus,Bullet01 : Large-profile character tube for on-the-water lounging,Bullet05 : Includes easy inflate/deflate valve,Bullet04 : Wings measure approximately 30 in. tall,Bullet02 : 48 in. tube features large fairy wings filled with glitter,Bullet03 : Inner diameter measures 11 in. for comfortable sitting,MFG Brand Name : Poolmaster",33.99 / 33.99,,4.8333,"https://images.homedepot-static.com/productImages/52d3ee28-3d83-4fa3-90cd-21b6f5d21a8f/svn/pink-multi-poolmaster-pool-floats-87169-64_1000.jpg,https://images.homedepot-static.com/productImages/79eadce6-c0e4-4ecc-aadf-3985628497be/svn/pink-multi-poolmaster-pool-floats-87169-1d_1000.jpg,https://images.homedepot-static.com/productImages/e1e38762-1844-45e8-8505-ee6a25630017/svn/pink-multi-poolmaster-pool-floats-87169-66_1000.jpg,https://images.homedepot-static.com/productImages/2d48b25f-f553-4299-810a-a72ffb0903e5/svn/pink-multi-poolmaster-pool-floats-87169-c3_1000.jpg,https://images.homedepot-static.com/productImages/e1dbe422-570f-40ad-83a3-4e4fe474fd1e/svn/pink-multi-poolmaster-pool-floats-87169-4f_1000.jpg,https://images.homedepot-static.com/productImages/566bae94-96c2-4fb2-aa5e-d20c1d394ad5/svn/pink-multi-poolmaster-pool-floats-87169-1f_1000.jpg,https://images.homedepot-static.com/productImages/83abe8fa-2e4a-4f18-aa6e-bf570f278ea4/svn/pink-multi-poolmaster-pool-floats-87169-44_1000.jpg,https://images.homedepot-static.com/productImages/b0076f2b-d570-4521-ae16-c0ba059bf764/svn/pink-multi-poolmaster-pool-floats-87169-fa_1000.jpg,https://images.homedepot-static.com/productImages/4f591774-9064-4392-ba40-da94233caaf7/svn/pink-multi-poolmaster-pool-floats-87169-76_1000.jpg","Outdoor Living Product Type : Mattress Floats,Returnable : 90-Day,Color/Finish : PINK/MULTI,Number of People : 1,Float Type : Pool Tubes,Pack Size : 1,Material : Vinyl,Color Family : Reds / Pinks,Features : No Additional Features,Product Width (in.) : 48 in,Product Height (in.) : 40 in,Manufacturer Warranty : 1 Year",
