Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides 
206184939,PCP-503ORB,"Air Gap, Oil Rubbed Bronze",This Premier Copper Products Air Gap is made of solid brass for long lasting durability. It's oil rubbed bronze finish will match a variety of kitchen fixtures. This air gap is easy to install and will be sure to prevent draw back into your dishwasher.,"Bullet04 : Cap overall width: 1-3/4 in.,Bullet09 : Can be used with thin or thick countertops,Bullet01 : Description: Air gap,Bullet10 : Maximum deck thickness: 2-1/8 in.,Bullet02 : Color: Oil rubbed bronze,Bullet03 : Cap height: 2-3/8 in.,Bullet05 : 5/8 in. dishwasher inlet,Bullet06 : 7/8 in. outlet,MFG Brand Name : Premier Copper Products,Bullet12 : Prevents draw back into dishwasher from garbage disposal or sink,Bullet13 : Material: Solid brass head with polypropylene body,Bullet08 : Mounts in a 1-1/4 in. to 1-1/2 in. Diameter hole,Bullet11 : Countertop holes needed: 1,Bullet07 : Easy installation",21.99 / 21.99,,4.6,"https://images.homedepot-static.com/productImages/63f8ab5b-17eb-4541-ad79-1eba2015f143/svn/oil-rubbed-bronze-premier-copper-products-dishwasher-air-gaps-pcp-503orb-64_1000.jpg,https://images.homedepot-static.com/productImages/4a646d92-6bd8-45d1-9019-d15f3c11e157/svn/oil-rubbed-bronze-premier-copper-products-dishwasher-air-gaps-pcp-503orb-c3_1000.jpg","Returnable : 90-Day,Included : Sink Only,Flow Restrictor : No,Application : Kitchen Sink,Flow Rate : 0,Color/Finish : Oil Rubbed Bronze,Material : Brass,Color/Finish Family : Bronze,Plumbing Part Type : Faucet Repair Kit,Thread Pitch (Threads Per Inch) : 14,Thread Type : Male,Fits Faucet Brand : All Brands,Thread Size (In.) : 1.75,Product Height (in.) : 2.375,Minimum Mounting Hole Diameter (in.) : 1.25,Maximum Mounting Hole Diameter (in.) : 1.5,Product Width (in.) : 1.75,Maximum Deck Thickness (in.) : 2.125,Product Depth (in.) : 1.75,Manufacturer Warranty : Limited Lifetime","Specification : https://images.homedepot-static.com/catalog/pdfImages/e0/e00b6779-2688-408a-83b7-3a85c92b3cb5.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/11/11badbfe-66a8-40df-bff3-1a50c857b799.pdf"
203242839,TA500,40 in. Spike Aerator,The Precision 40 in. spike aerator has 132 spiking tips. The aerator will penetrate soil up to a 2 in. penetration depth. What a perfect tool for aerating your lawn.,"Bullet03 : 7 in. rubber wheels,Bullet01 : 40 in. 100 lb. capacity,Bullet02 : Powder coated steel frame,MFG Brand Name : Precision,Bullet04 : Engagement easily reached from the seat of a lawn tractor",148.62 / 148.62,,3.0,https://images.homedepot-static.com/productImages/9f7627a8-02cd-4ae0-8fde-125c774a4b9b/svn/precision-aerators-ta500-64_1000.jpg,"Garden Center Tool Type : Aerator,Number of tines : 132,Returnable : 90-Day,Product Weight (lb.) : 40,Handle Material : No Handle,Product Height (in.) : 35,Tine length (in.) : 4,Handle Length (in.) : 0,Product Width (in.) : 45,Head Width (in.) : 40,Product Depth (in.) : 46,Manufacturer Warranty : NA",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/2f/2f70cada-e8ce-426d-a851-8f4d70f309e0.pdf
206650469,RP90035,Estates 4 in. Centerset 1.5 GPM Bathroom Sink Faucet Aerator in Heritage Bronze,Estates 4 in. Centerset 1.5 GPM Bathroom Sink Faucet Aerator in Heritage Bronze is available to help repair your faucet to be good as new. This water saving aerator allows for easy installation. Limited lifetime warranty.,"Bullet01 : Durable heritage bronze finish,Bullet02 : WaterSense certified,Bullet04 : Easy to install,Bullet03 : 1.5 GPM aerator,MFG Brand Name : Glacier Bay,Bullet22 : Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>,Bullet05 : Compatible with the following Glacier Bay model number: 67102-8096H,Bullet06 : Lead free, complies with reduction of lead in drinking water act",7.19 / 7.19,,5.0,https://images.homedepot-static.com/productImages/62679485-099a-41ea-b265-186b76999bce/svn/heritage-bronze-glacier-bay-faucet-aerators-rp90035-64_1000.jpg,"Fits Faucet Brand : Glacier Bay,Flow Rate : 1.5,Thread Size (In.) : 1/2,Returnable : 90-Day,Plumbing Part Type : Aerator,Color/Finish : Heritage Bronze,Application : Bathroom Sink,Material : Brass,Color/Finish Family : Bronze,Thread Type : Male,Flow Restrictor : Yes,Thread Pitch (Threads Per Inch) : 27,Tamper Resistant : No,Product Depth (in.) : 0.93,Product Width (in.) : 0.93,Product Height (in.) : 0.51,Manufacturer Warranty : Limited Lifetime Warranty",Warranty : https://images.homedepot-static.com/catalog/pdfImages/e4/e47ff46f-53bd-4a06-9dee-1b5306f20b58.pdf
203710588,RP32529,2.2 GPM Aerator with 15/16 in. -27 Male Thread in Chrome,"Get rid of gunk hard water buildup with this 2.2 GPM Aerator in Chrome replacement part. This easy DIY repair results in a perfectly aerated stream of water. Our faucets and their parts are guaranteed for a lifetime, but just in case you'd like to make some repairs on your own we've made some parts available for you to order.","MFG Brand Name : Delta,Bullet03 : For use with Palo, Signature, Saxony, Waterfall, and Allora pull-down kitchen faucets,Bullet04 : 15/16 in. - 27 male thread,Bullet01 : Genuine Delta repair part,Bullet05 : Lifetime limited warranty covers parts and finish defects,Bullet02 : Use of non-Delta repair parts voids warranty",8.26 / 8.26,"Product Highlight 2 : Honeycomb screen provides extensive yet soft water stream,Product Highlight 1 : Chrome finish adds a protective layer to prevent corrosion,Product Highlight 3 : Original Delta product that you can rely on for a lifetime",4.6875,https://images.homedepot-static.com/productImages/7b7efeb4-442d-48d3-bfb0-491265350895/svn/chrome-delta-faucet-aerators-rp32529-64_1000.jpg,"Color/Finish : Chrome,Returnable : 90-Day,Plumbing Part Type : Aerator,Flow Rate : 2.2 gal (US)/min,Flow Restrictor : No,Thread Pitch (Threads Per Inch) : 4,Color/Finish Family : Chrome,Material : Metal,Thread Size (In.) : 15/16,Application : Bathroom Sink,Kitchen Sink,Thread Type : Male,Tamper Resistant : No,Fits Faucet Brand : Delta,Product Depth (in.) : 0.75,Product Height (in.) : 0.75,Product Width (in.) : 0.75,Manufacturer Warranty : Faucet and Finish Lifetime Limited Warranty","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/08/081b68d6-554d-4581-9235-a838baeb273b.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/52/5235b9a2-233d-4ea9-9f8f-408134cb6b84.pdf"
204690118,97206.04,0.5 GPM Dual-Thread PCA Spray Water-Saving Faucet Aerator (50-Pack),This 0.5 GPM Ultra Water Saving PCA Faucet Aerator 50 Pack by NEOPERL and can save you up to 75% water compared to using the standard 2.2 GPM aerator. It is a dual thread aerator with an attractive chrome finish. This aerator has an economical spray stream and a pressure compensating design that helps to maintain a constant and comfortable water flow regardless of pressure fluctuations.,"Bullet06 : Spray water stream,Bullet09 : Easy installation,Bullet03 : Convenient 50 pack,Bullet02 : Ultra water saving 0.5 GPM,Bullet07 : Dual-thread 15/16 in. - 27 in. x 55/64 in. - 27 in.,Bullet11 : OEM quality,Bullet05 : Saves up to 75% on water from a standard 2.2 GPM aerator,Bullet08 : Chrome finish,Bullet10 : Lead free, complies with reduction of lead in drinking water act,MFG Brand Name : NEOPERL,Bullet01 : Solid brass construction,Bullet04 : Pressure compensating",77.17 / 77.17,,0.0,"https://images.homedepot-static.com/productImages/2b05fcce-5b1b-4a51-b3e7-e9d72bfb0005/svn/chrome-neoperl-faucet-aerators-97206-04-64_1000.jpg,https://images.homedepot-static.com/productImages/afd74793-963f-4b1d-9a91-ee2e900c1d9d/svn/chrome-neoperl-faucet-aerators-97206-04-1d_1000.jpg,https://images.homedepot-static.com/productImages/c1c4016d-124d-4414-a4cd-5fdde4136a40/svn/chrome-neoperl-faucet-aerators-97206-04-d4_1000.jpg,https://images.homedepot-static.com/productImages/4f4409e8-8b1d-435d-8772-f38216409af3/svn/chrome-neoperl-faucet-aerators-97206-04-31_1000.jpg","Thread Type : Dual-Threaded,Color/Finish : Chrome,Returnable : 90-Day,Plumbing Part Type : Aerator,Color/Finish Family : Chrome,Flow Rate : 0.5,Thread Size (In.) : 15/16 inx55/64 in,Application : Bathroom Sink,Material : Brass,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Tamper Resistant : No,Product Height (in.) : 11.25,Product Depth (in.) : 0.875,Product Width (in.) : 5,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/9c/9cf862dd-95be-4b77-934b-ecc472766192.pdf"
202605482,HDP35,Coring Aerator,"The Coring Aerator will make your neighbors turn green with envy when they see that you turned your backyard into a golf-course quality green space. This aerating tool allows for the free flow of water, air and fertilizer to reach the grass roots making them grow thicker and healthier. Great for curing trouble spots, loosening compacted soil and breaking down thatch.","Bullet04 : Tool breaks down thatch to cure troubled spots,MFG Brand Name : Hound Dog,Bullet01 : Large foot step allows you to plunge the 2 hollow cylinders in the ground with your foot to extract 4 in. plugs of soil to stimulate root growth,Bullet02 : Unique up-right handle is easy on your back,Bullet03 : Durable, all steel construction is lightweight to self eject and lift the cores effectively",26.07 / 26.07,"Product Highlight 1 : 1 piece steel construction,Product Highlight 2 : Handle design is easy on your back,Product Highlight 3 : Simple to use and easy to store",3.0968,"https://images.homedepot-static.com/productImages/5daa4f77-9ac8-4db8-a91c-d47b753e640a/svn/hound-dog-aerators-hdp35-64_1000.jpg,https://images.homedepot-static.com/productImages/fb1f80b0-14a6-4fa8-b0f7-5da5ceb5944f/svn/hound-dog-aerators-hdp35-c3_1000.jpg,https://images.homedepot-static.com/productImages/f9379155-8f5c-482e-b0be-7e35e8c471d7/svn/hound-dog-aerators-hdp35-31_1000.jpg","Returnable : 90-Day,Handle Material : Steel,Garden Center Tool Type : Cultivating Tool,Number of tines : 2,Product Weight (lb.) : 3.12,Tine length (in.) : 4,Product Width (in.) : 9.5,Head Width (in.) : 9.5,Product Depth (in.) : 1.5,Product Height (in.) : 37.25,Handle Length (in.) : 32.5,Manufacturer Warranty : Ltd. Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/3b/3b18db23-4e60-4212-9f76-ca648eb13159.pdf
203710593,RP330,2.2 GPM Aerator with 15/16 in. 22 Male Thread in Chrome,"Included with applicable kitchen and lavatory faucets, we know that sometimes little parts like this 2.2 GPM Aerator in Chrome get lost or misplaced. That's why Delta has made it available for the handy DIYer to order. Just another way Delta is more than a faucet.","Bullet02 : For use in classic kitchen and lavatory faucets,MFG Brand Name : Delta,Bullet04 : 2.2 GPM at 60 psi,Bullet01 : Genuine Delta repair part,Bullet05 : Lifetime limited warranty covers parts and finish defects,Bullet03 : 15/16 in. 22 male thread",6.18 / 6.18,"Product Highlight 2 : Chrome finish prevents tarnish and all forms of corroding,Product Highlight 3 : Simple built makes it perfect for quick and handy DIY,Product Highlight 1 : Original Delta product that can be trusted for long-term use",4.5833,https://images.homedepot-static.com/productImages/ba234fba-eba0-4819-917c-7bae1ba1f006/svn/chrome-delta-faucet-aerators-rp330-64_1000.jpg,"Color/Finish : Chrome,Returnable : 90-Day,Plumbing Part Type : Aerator,Flow Rate : 2.2 gal (US)/min,Flow Restrictor : No,Color/Finish Family : Chrome,Material : Metal,Thread Size (In.) : 15/16,Thread Pitch (Threads Per Inch) : 3,Application : Bathroom Sink,Kitchen Sink,Thread Type : Male,Tamper Resistant : No,Fits Faucet Brand : Delta,Product Depth (in.) : 0.75,Product Height (in.) : 0.5,Product Width (in.) : 0.75,Manufacturer Warranty : Faucet and Finish Lifetime Limited Warranty","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/08/081b68d6-554d-4581-9235-a838baeb273b.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/52/5235b9a2-233d-4ea9-9f8f-408134cb6b84.pdf"
203673065,97192.05,1.5 GPM Small-Size PCA Water-Saving Aerator Insert with Washers,This 1.5 GPM Water Saving PCA Small Faucet Aerator Insert by NEOPERL is WaterSense certified and can save you up to 30% water compared to using the standard 2.2 GPM aerator. Use when you need to replace the insert only in your original faucet housing. It has an anti-liming Honeycomb screen and produces a soft aerated water flow with a pressure compensating design that helps to maintain a constant and comfortable water flow regardless of pressure fluctuations.,"Bullet04 : Saves up to 30% water,Bullet02 : WaterSense certified 1.5 GPM,Bullet05 : Insert fits both 13/16 in. - 27 in. and 3/4 in. - 27 in.,Bullet11 : OEM quality,Bullet07 : Comes with a male and female washer,Bullet01 : Constructed of plastic for durability and reliability,Bullet08 : Easy installation,Bullet03 : Pressure compensating,MFG Brand Name : NEOPERL,Bullet22 : Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>,Bullet09 : Lead free, complies with reduction of lead in drinking water act,Bullet06 : Keep original housing and replace insert only",2.52 / 2.52,,5.0,"https://images.homedepot-static.com/productImages/77cb57ba-496d-4a32-ba9b-88b22185f7f2/svn/green-neoperl-faucet-aerators-97192-05-64_1000.jpg,https://images.homedepot-static.com/productImages/17cc2208-a6bf-4e76-90bc-28513aa7a605/svn/green-neoperl-faucet-aerators-97192-05-e1_1000.jpg,https://images.homedepot-static.com/productImages/22b65876-1c00-40d0-a77d-735adb414acb/svn/green-neoperl-faucet-aerators-97192-05-40_1000.jpg,https://images.homedepot-static.com/productImages/7661be88-00be-48bb-86f7-d12631878e08/svn/green-neoperl-faucet-aerators-97192-05-a0_1000.jpg,https://images.homedepot-static.com/productImages/2e521a5c-249c-4f19-b85c-19220306ae52/svn/green-neoperl-faucet-aerators-97192-05-1d_1000.jpg","Thread Type : Dual-Threaded,Returnable : 90-Day,Flow Rate : 1.5 gal (US)/min,Color/Finish : Green,Plumbing Part Type : Aerator,Application : Bathroom Sink,Kitchen Sink,Color/Finish Family : Pewter,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Material : Plastic,Thread Size (In.) : 15/16 inx55/64 in,Product Depth (in.) : 0.822,Product Height (in.) : 0.568,Product Width (in.) : 0.822,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/73/738c2b32-8670-4b70-a0c4-b00e60e43ef7.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf,Energy Guide : https://images.homedepot-static.com/catalog/pdfImages/f4/f416096a-6fea-442a-a2ae-5e7f66fa3128.pdf"
203694586,EAU0185,Pro 1 Electric Aeration Unit with Accessories,"If your pond is deeper than 8 ft., then you should take a look at our new line of AerMaster Pro Series Electric Aerators. This is the ideal compressor for deeper ponds. Our AerMaster Pro 1 aerator has a 1/4 HP High Output Compressor and aerates ponds up to 1 acre. Key features include: Maximum pressure up to 50 psi allowing you to aerate 10 ft., 20 ft., 30 ft. or even 40 ft. deep ponds; Oil-less piston and cylinder for less maintenance; Permanently lubricated sealed bearings; Die-Cast Aluminum components; hard coated cylinder for less wear; Balanced components for smooth, low vibration operation. In addition, each of these rocking piston compressors comes in an attractive powder coated steel cabinet that can be mounted to a post, wall, or on the ground. Includes one 110 CFM re-circulating fan, 100 ft. of 1/2 in. poly-tubing, and a pressure relief valve.","Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet03 : Maximum pressure up to 50 psi allowing you to aerate 10 ft., 20 ft., 30 ft. or even 40 ft. deep ponds or lakes,MFG Brand Name : Outdoor Water Solutions,Bullet01 : Electric aerator for ponds that are up to 40 ft. deep and can aerate ponds up to 1 acre depending on depth and number of diffusers with a 2-year manufacturer's warranty,Bullet04 : 1/4 HP rocking piston compressor producing 3.5 CFM of air at up to 50 psi,Bullet02 : Includes: 1/4 HP compressor, powder coated steel cabinet, 110 CFM recirculation fan, 100 ft. of 1/2 in. poly-tubing, and a pressure relief valve",969.99 / 969.99,,0.0,https://images.homedepot-static.com/productImages/100784f1-1869-468a-bb22-b167bcd69111/svn/outdoor-water-solutions-pond-accessories-eau0185-64_1000.jpg,"Returnable : 90-Day,Product Height (in.) : 12,Product Depth (in.) : 20,Product Width (in.) : 12,Manufacturer Warranty : 2 Year (parts only)","Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/25/25478073-0c39-477d-bb4e-1e193a86136c.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/25/25478073-0c39-477d-bb4e-1e193a86136c.pdf"
205214713,BC9441 SS,"Dishwasher Air Gap with Brass Cap, 5/8 in. O.D. Tube x 7/8 in. O.D. Tube Plastic Body in Stainless Steel PVD","5/8 in. O.D. Inlet x 7/8 in. O.D. Outlet Dishwasher Air Gap with Stainless Steel finish. Used to ensure that waste water is not siphoned back into the fresh water supplied to the appliance. An air gap also provides an alternate water drainage route in the event that the drain hose is clogged, water may flow directly into the sink. Required by many local plumbing codes.","Bullet04 : Required by many local plumbing codes,Bullet05 : Brass cap, stainless steel finish,Bullet03 : Provides an alternate route for discarded water in the event that the drain hose becomes blocked,Bullet02 : Ensures waste water is not siphoned back into the appliance's fresh water supply,Bullet01 : 5/8 in. O.D. inlet x 7/8 in. O.D. outlet dishwasher air gap,MFG Brand Name : BrassCraft",12.85 / 12.85,,5.0,https://images.homedepot-static.com/productImages/60a0bfd0-16ef-4c26-9c48-b520581ddf49/svn/stainless-steel-pvd-brasscraft-dishwasher-air-gaps-bc9441-ss-64_1000.jpg,"Flow Rate : 0,Returnable : 90-Day,Plumbing Part Type : Air Gap,Thread Size (In.) : 0,Thread Pitch (Threads Per Inch) : 1,Color/Finish : Stainless Steel PVD,Thread Type : Male,Flow Restrictor : No,Fits Faucet Brand : All Brands,Color/Finish Family : Stainless Steel,Material : Plastic,Application : Tub & Shower,Product Depth (in.) : 2,Product Height (in.) : 10,Maximum Mounting Hole Diameter (in.) : 1.75,Minimum Mounting Hole Diameter (in.) : 1.75,Product Width (in.) : 3,Maximum Deck Thickness (in.) : 1.25,Manufacturer Warranty : Limited Manufacturer Warranty",Warranty : https://images.homedepot-static.com/catalog/pdfImages/64/64f786a1-760c-44a1-8517-dd032b1dfca5.pdf
203782726,1031237-BN,2.2 GPM Aerator Assembly,This aerator is a KOHLER Genuine Part. It has a 1-year limited warranty. This aerator assembly is constructed of brass.,"Bullet02 : Brushed nickel finish,Bullet03 : 2.2 GPM,MFG Brand Name : KOHLER,Bullet01 : KOHLER genuine part,Bullet04 : Fits KOHLER brand faucets",11.65 / 11.65,,5.0,https://images.homedepot-static.com/productImages/258298e1-8487-40d0-9a44-e7714c6c9405/svn/vibrant-brushed-nickel-kohler-faucet-aerators-1031237-bn-64_1000.jpg,"Color/Finish Family : Brass,Returnable : 90-Day,Color/Finish : Vibrant Brushed Nickel,Plumbing Part Type : Aerator,Flow Rate : 2.2 gal (US)/min,Flow Restrictor : No,Application : Bathroom Sink,Fits Faucet Brand : Kohler,Thread Size (In.) : .5,Thread Pitch (Threads Per Inch) : 14,Material : Cast Metal,Thread Type : Male,Tamper Resistant : No,Product Width (in.) : .822 in,Product Depth (in.) : .822 in,Product Height (in.) : .553,Manufacturer Warranty : One-year limited",Warranty : https://images.homedepot-static.com/catalog/pdfImages/d5/d5d63533-b850-4702-8036-ce0a25e5bc59.pdf
203673004,97094.05,1.5 GPM Dual-Thread Water-Saving Faucet Aerator in Brushed Nickel,This 1.5 GPM Water Saving Faucet Aerator by NEOPERL is WaterSense certified and can save you up to 30% water compared to using the standard 2.2 GPM aerator. It is a dual-thread aerator with an attractive brushed nickel finish. It has an anti-liming Honeycomb screen and produces a soft aerated water flow.,"Bullet02 : WaterSense certified 1.5 GPM,Bullet03 : Saves up to 30% water,Bullet06 : Brushed nickel finish,Bullet05 : Dual-thread 15/16 in. - 27 in. x 55/64 in. - 27 in.,Bullet08 : Lead free, complies with reduction of lead in drinking water act,Bullet09 : OEM quality,MFG Brand Name : NEOPERL,Bullet01 : Solid brass construction,Bullet22 : Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>,Bullet04 : Anti-liming honeycomb screen with soft aerated water stream,Bullet07 : Easy installation",6.03 / 6.03,,4.4444,"https://images.homedepot-static.com/productImages/6d654d21-ea3f-4503-931b-5f60b243f3bf/svn/brushed-nickel-neoperl-faucet-aerators-97094-05-64_1000.jpg,https://images.homedepot-static.com/productImages/17cc2208-a6bf-4e76-90bc-28513aa7a605/svn/brushed-nickel-neoperl-faucet-aerators-97094-05-e1_1000.jpg,https://images.homedepot-static.com/productImages/7661be88-00be-48bb-86f7-d12631878e08/svn/brushed-nickel-neoperl-faucet-aerators-97094-05-40_1000.jpg,https://images.homedepot-static.com/productImages/7fc3d564-03f4-4687-b389-f7152d49bf6b/svn/brushed-nickel-neoperl-faucet-aerators-97094-05-a0_1000.jpg,https://images.homedepot-static.com/productImages/23cac46c-46ee-44ac-adf6-01db27d21162/svn/brushed-nickel-neoperl-faucet-aerators-97094-05-1d_1000.jpg","Thread Type : Dual-Threaded,Returnable : 90-Day,Flow Rate : 1.5 gal (US)/min,Plumbing Part Type : Aerator,Material : Brass,Application : Bathroom Sink,Kitchen Sink,Color/Finish Family : Nickel,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Color/Finish : Brushed Nickel,Thread Pitch (Threads Per Inch) : 27,Tamper Resistant : No,Thread Size (In.) : 15/16 x 55/64 in.,Product Depth (in.) : 0.925,Product Width (in.) : 0.925,Product Height (in.) : 0.729,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf,Energy Guide : https://images.homedepot-static.com/catalog/pdfImages/f4/f416096a-6fea-442a-a2ae-5e7f66fa3128.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/2b/2b08e037-dbc9-428f-a617-df08e46cf1a2.pdf"
203673067,97194.05,2.2 GPM Tom Thumb-Size PCA Aerator Insert with Washers,This 2.2 GPM PCA Tom Thumb Faucet Aerator Insert by NEOPERL has a standard water flow. Use when you need to replace the insert only in your original faucet housing. It has an anti-liming Honeycomb screen and produces a soft aerated water stream with a pressure compensating design helps to maintain a constant and comfortable water flow regardless of pressure fluctuations.,"Bullet04 : Insert fits both M18 x 1 and M16 x 1,Bullet08 : Lead free, complies with reduction of lead in drinking water act,Bullet05 : Keep original housing and replace insert only,Bullet09 : Ideal flow rate for kitchen,Bullet01 : Constructed of plastic for durability and reliability,Bullet03 : Pressure compensating,Bullet10 : OEM quality,MFG Brand Name : NEOPERL,Bullet07 : Easy installation,Bullet02 : Standard 2.2 GPM,Bullet06 : Comes with a male and female washer",2.77 / 2.77,,4.1667,"https://images.homedepot-static.com/productImages/bdc749c6-4ac0-40aa-b40e-0402c011eee8/svn/yellow-neoperl-faucet-aerators-97194-05-64_1000.jpg,https://images.homedepot-static.com/productImages/17cc2208-a6bf-4e76-90bc-28513aa7a605/svn/yellow-neoperl-faucet-aerators-97194-05-1d_1000.jpg,https://images.homedepot-static.com/productImages/69798272-2b1c-422a-91df-dcb890cc3542/svn/yellow-neoperl-faucet-aerators-97194-05-77_1000.jpg,https://images.homedepot-static.com/productImages/7661be88-00be-48bb-86f7-d12631878e08/svn/yellow-neoperl-faucet-aerators-97194-05-c3_1000.jpg","Thread Type : Dual-Threaded,Returnable : 90-Day,Plumbing Part Type : Aerator,Color/Finish : Yellow,Flow Rate : 2.2 gal (US)/min,Color/Finish Family : Pewter,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Application : Kitchen Sink,Thread Pitch (Threads Per Inch) : 27,Material : Plastic,Thread Size (In.) : 15/16 inx55/64 in,Product Depth (in.) : 0.63,Product Height (in.) : 0.112,Product Width (in.) : 0.63,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/f3/f33f6afd-98d7-4392-bb37-044924b82e3b.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf"
203673066,97193.05,1.5 GPM Tom Thumb-Size PCA Water-Saving Aerator Insert with Washers,This 1.5 GPM Water Saving PCA Tom Thumb Faucet Aerator Insert by NEOPERL is WaterSense certified and can save you up to 30% water compared to using the standard 2.2 GPM aerator. Use when you need to replace the insert only in your original faucet housing. It has an anti-liming Honeycomb screen and produces a soft aerated water flow with a pressure compensating design helps to maintain a constant and comfortable water flow regardless of pressure fluctuations.,"Bullet04 : Saves up to 30% water,Bullet05 : Insert fits both M18 x 1 and M16 x 1,Bullet02 : WaterSense certified 1.5 GPM,Bullet07 : Comes with a male and female washer,Bullet01 : Constructed of plastic for durability and reliability,Bullet08 : Easy installation,Bullet03 : Pressure compensating,Bullet10 : OEM quality,MFG Brand Name : NEOPERL,Bullet22 : Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>,Bullet09 : Lead free, complies with reduction of lead in drinking water act,Bullet06 : Keep original housing and replace insert only",4.43 / 4.43,"Product Highlight 3 : Honeycomb screen maintains water pressure despite fluctuations,Product Highlight 2 : WaterSense save 30% more water compared to regular aerator,Product Highlight 1 : Plastic material is resistant to molds and termites",4.6429,"https://images.homedepot-static.com/productImages/99c447fd-955f-42ca-ba2c-b9c74f76c333/svn/green-neoperl-faucet-aerators-97193-05-64_1000.jpg,https://images.homedepot-static.com/productImages/17cc2208-a6bf-4e76-90bc-28513aa7a605/svn/green-neoperl-faucet-aerators-97193-05-1d_1000.jpg,https://images.homedepot-static.com/productImages/14c17912-c63e-4c82-905a-d2788b5c23a7/svn/green-neoperl-faucet-aerators-97193-05-77_1000.jpg,https://images.homedepot-static.com/productImages/7661be88-00be-48bb-86f7-d12631878e08/svn/green-neoperl-faucet-aerators-97193-05-c3_1000.jpg","Thread Type : Dual-Threaded,Returnable : 90-Day,Flow Rate : 1.5 gal (US)/min,Color/Finish : Green,Plumbing Part Type : Aerator,Application : Bathroom Sink,Kitchen Sink,Color/Finish Family : Pewter,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Material : Plastic,Thread Size (In.) : 15/16 inx55/64 in,Product Depth (in.) : 0.63,Product Height (in.) : 0.112,Product Width (in.) : 0.63,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/d5/d506142e-a9ff-4459-a790-5aa5178482fc.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf,Energy Guide : https://images.homedepot-static.com/catalog/pdfImages/f4/f416096a-6fea-442a-a2ae-5e7f66fa3128.pdf"
