Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides
206385478,rtl10395,Crutch Accessory Replacement Kit for Universal Crutches,"Refresh and revitalize your Drive Medical Universal Crutches with the easily installed replacement Under Arm Cushions, hand grips, and Tips, found in the Drive Medical Crutch Accessory Replacement Kit. This accessory kit will allow you to improve the comfort and function of old crutches without being forced to buy a new pair.","Bullet03 : Hand grips are 4 in. x 3/4 in.,MFG Brand Name : Drive,Bullet04 : Gray color,Bullet05 : For use with Drive Medical Universal crutches (RTL10433) only,Bullet02 : Arm cushions are 8-1/2 in. x 7/8 in.,Bullet01 : Contains 1 pair each of arm cushions, hand grips, and tips",10.87 / 10.87,,4.0,https://images.homedepot-static.com/productImages/420f3207-c3db-42a4-9c98-aa8fdf90a0f6/svn/drive-canes-rtl10395-64_1000.jpg,"Foldable : No,Adjustable : No,Product Weight (lb.) : 1,Returnable : 90-Day,Color Family : Gray,Cane Type : Other,Tip Type : Specialty,Cane material : Acrylic,Mobility Product Type : Cane,Ergonomic Handle(s) : Yes,Rubber tip : Yes,Padded handle : Yes,Product Thickness (in.) : 0.75,Tip size (in.) : .875,Minimum Height (in.) : 3,Product Height (in.) : 3,Maximum Height (In.) : 3,Product Width (in.) : 3,Product Depth (in.) : 8,Manufacturer Warranty : N/A",
204993833,MDS80535HW,Adult Tall Aluminum Push Button Crutches,"These crutches have double extruded center tube provides load-bearing strength where it's needed the most. Foot piece utilizes durable rivets to secure the aluminum tubing from the inside, providing more stability than plastic connectors. I-beam center post limits Foot piece rotation to a 1.4 turn, always keeping the push-button in view and facilitating easy adjustment. Crutches come packaged completely accessorized with no assembly required.","Bullet02 : 300 lb. weight capacity,MFG Brand Name : Medline,Bullet01 : Aluminum construction for long life of product,Bullet04 : Non-skid rubber tips provide good traction,Bullet03 : Long, virtually unbreakable stair deflector helps protect against the crutch slipping on stairs and helps increase stress tolerance at all angles without cracking",29.99 / 29.99,"Product Highlight 3 : Push-button mechanism allows easy movement through narrow spaces,Product Highlight 1 : Aluminum construction with a maximum weight capacity of 300 lbs.,Product Highlight 2 : Non-skid rubber tips adhere to the surface for a firm grip",0.0,https://images.homedepot-static.com/productImages/0506dd6d-93de-4cf6-8aa3-c2630ad1d01f/svn/medline-walkers-mds80535hw-64_1000.jpg,"Front wheels : No,Returnable : 90-Day,Weight Capacity (lb.) : 350,Color Family : Metallic,User height range : 8,Product Weight (lb.) : 4.40,Padded Grip : Yes,Mobility Product Type : Standard Walker,Product Width (in.) : 3.50,Handle height highest (in.) : 39,Product Height (in.) : 8.75,Product Depth (in.) : 50.00,Folded width (in.) : 12,Handle height lowest (in.) : 32,Manufacturer Warranty : Limited Lifetime",
204993831,MDS80536HW,Adult Aluminum Forearm Crutches,"These crutches have double extruded center tube provides load-bearing strength where it's needed the most. Foot piece utilizes durable rivets to secure the aluminum tubing from the inside, providing more stability than plastic connectors. I-beam center post limits Foot piece rotation to a 1.4 turn, always keeping the push-button in view and facilitating easy adjustment. Crutches come packaged completely accessorized with no assembly required.","Bullet02 : 300 lb. weight capacity,MFG Brand Name : Medline,Bullet01 : Aluminum construction for long life of product,Bullet04 : Non-skid rubber tips provide good traction,Bullet03 : Long, virtually unbreakable stair deflector helps protect against the crutch slipping on stairs and helps increase stress tolerance at all angles without cracking",29.99 / 29.99,,0.0,https://images.homedepot-static.com/productImages/a83a9e3a-7607-4907-9960-4a52f6d5d50e/svn/medline-walkers-mds80536hw-64_1000.jpg,"Front wheels : No,User height range : 6,Returnable : 90-Day,Weight Capacity (lb.) : 350,Product Weight (lb.) : 3.30,Color Family : Metallic,Padded Grip : Yes,Mobility Product Type : Standard Walker,Handle height highest (in.) : 39,Folded width (in.) : 12,Product Width (in.) : 3.75,Handle height lowest (in.) : 32,Product Depth (in.) : 38.00,Product Height (in.) : 9.00,Manufacturer Warranty : Limited Lifetime",
205517499,10405,Lightweight Tall Adult Walking Forearm Crutches,This forearm crutch by Drive Medical is packed with features. The vinyl coated and ergonomically contoured arm cuff is molded for comfort and stability. Both the leg and forearm sections adjust independently without tools to ensure optimal comfort and personal sizing. The extra-large tips provide added stability to the crutch.,"Bullet04 : Leg and forearm sections adjust independently for optimal sizing,Bullet02 : Extra-large tips for added stability,MFG Brand Name : Drive,Bullet03 : Ortho K Handle is hard plastic,Bullet05 : Vinyl-coated, ergonomically contoured arm cuffs molded for comfort and stability,Bullet01 : Vinyl hand grips are comfortable and durable",49.81 / 49.81,,0.0,https://images.homedepot-static.com/productImages/9cdd16f1-6fd9-49f9-a1a3-ebe107030801/svn/drive-canes-10405-64_1000.jpg,"Cane material : Aluminum,Cane Type : Single Foot,Returnable : 90-Day,Foldable : Yes,Product Weight (lb.) : 5.4,Tip Type : Specialty,Mobility Product Type : Cane,Ergonomic Handle(s) : Yes,Rubber tip : Yes,Padded handle : Yes,Color Family : Chrome,Adjustable : Yes,Product Thickness (in.) : 2,Maximum Height (In.) : 42,Tip size (in.) : 1,Product Depth (in.) : 45,Product Height (in.) : 4,Minimum Height (in.) : 33,Product Width (in.) : 4,Manufacturer Warranty : Limited Lifetime",
204993826,MDS86016H,Adult Tall Bariatric Crutches,"These bariatric crutches have double extruded center tube provides load-bearing strength where it's needed the most. Foot piece utilizes durable rivets to secure the aluminum tubing from the inside, providing more stability than plastic connectors. I-beam center post limits Foot piece rotation to a 1.4 turn, always keeping the push-button in view and facilitating easy adjustment. Crutches come packaged completely accessorized with no assembly required.","MFG Brand Name : Medline,Bullet04 : Height of product adjusts in 1 in. increments,Bullet02 : 650 lb. weight capacity,Bullet01 : Aluminum construction for long life of product,Bullet03 : No assembly required",87.11 / 87.11,,0.0,https://images.homedepot-static.com/productImages/d5bbd49a-38e7-41a0-a6d5-fa51f725db5f/svn/medline-walkers-mds86016h-64_1000.jpg,"Front wheels : No,Product Weight (lb.) : 12.80,Returnable : 90-Day,Weight Capacity (lb.) : 350,Color Family : Metallic,User height range : 8,Padded Grip : Yes,Mobility Product Type : Standard Walker,Handle height highest (in.) : 39,Folded width (in.) : 12,Product Depth (in.) : 56.00,Product Height (in.) : 11.00,Handle height lowest (in.) : 32,Product Width (in.) : 7.50,Manufacturer Warranty : Limited Lifetime",
204993830,MDS805162,Youth Aluminum Push Button Crutches,These forearm crutches are double extruded center tube provides load-bearing strength where it's needed the most. Telescoping parts are manufactured with internal bushings and external lock nuts to provide totally silent usage. Crutches come packaged completely accessorized with no assembly required.,"MFG Brand Name : Medline,Bullet01 : Vinyl-coated, tapered, and contoured arm cuffs,Bullet03 : Black components hide signs of wear and scratches,Bullet02 : Heavy-wall, high-strength aluminum tubing,Bullet04 : Non-skid rubber tips provide good traction",41.8 / 41.8,,0.0,https://images.homedepot-static.com/productImages/c7a87a41-d269-4619-a8a5-e0cf5aef6b24/svn/medline-walkers-mds805162-64_1000.jpg,"Front wheels : No,Returnable : 90-Day,Product Weight (lb.) : 4.60,Weight Capacity (lb.) : 350,User height range : 10,Color Family : Metallic,Padded Grip : Yes,Mobility Product Type : Standard Walker,Handle height highest (in.) : 39,Folded width (in.) : 12,Handle height lowest (in.) : 32,Product Height (in.) : 8.25,Product Depth (in.) : 33.50,Product Width (in.) : 4.00,Manufacturer Warranty : Limited Lifetime",
205537395,502-1435-0010,Push-Button Aluminum Crutches,"Aluminum Push-button crutches for youths. These durable youth-sized crutches provide maximum stability with added comfort. They include tips, pads, and handgrips for long-term use. Adjustable height can be used by almost every youth.","MFG Brand Name : DMI,Bullet03 : Constructed of high-quality anodized aluminum,Bullet02 : Push-button allows for quick and easy adjustment,Bullet01 : Lightweight, strong, and easy to clean,Bullet04 : Includes crutch pads, handgrips, and tips",32.56 / 32.56,,0.0,https://images.homedepot-static.com/productImages/67cd5f70-34b1-4cbc-9a2a-186b483f08b6/svn/dmi-canes-502-1435-0010-64_1000.jpg,"Returnable : 90-Day,Mobility Product Type : Cane",
204993829,MDS805161,Youth Aluminum Forearm Crutches,These forearm crutches are double extruded center tube provides load-bearing strength where it's needed the most. Telescoping parts are manufactured with internal bushings and external lock nuts to provide totally silent usage. Crutches come packaged completely accessorized with no assembly required.,"MFG Brand Name : Medline,Bullet01 : Vinyl-coated, tapered, and contoured arm cuffs,Bullet03 : Black components hide signs of wear and scratches,Bullet02 : Heavy-wall, high-strength aluminum tubing,Bullet04 : Non-skid rubber tips provide good traction",49.99 / 49.99,,0.0,https://images.homedepot-static.com/productImages/71a76c0d-c096-41be-84c8-4a244cad4636/svn/medline-walkers-mds805161-64_1000.jpg,"Front wheels : No,Returnable : 90-Day,Weight Capacity (lb.) : 350,Color Family : Metallic,User height range : 8,Padded Grip : Yes,Mobility Product Type : Standard Walker,Product Weight (lb.) : 5.10,Handle height highest (in.) : 39,Product Width (in.) : 4.50,Folded width (in.) : 12,Handle height lowest (in.) : 32,Product Height (in.) : 8.25,Product Depth (in.) : 33.25,Manufacturer Warranty : Limited Lifetime",
205537434,502-1435-8001,Push-Button Aluminum Crutches for Adult (44 in. Pair),"The DMI push-button aluminum crutches are an ideal alternative to renting crutches, which can be costly. These crutches feature a push-button locking interface that makes it simple to adjust the height. Crutches have replaceable underarm pads, handgrips, and tips if extended or later use is necessary.","Bullet02 : Lightweight, high-quality anodized aluminum,MFG Brand Name : DMI,Bullet04 : Adjustable height from 44 in. to 52 in.,Bullet03 : 250 lb. weight capacity,Bullet01 : Includes pads, handgrips, and tips",180.26 / 180.26,,0.0,https://images.homedepot-static.com/productImages/ddbac3b2-eee2-484f-88dd-fbf94a2e7f7b/svn/dmi-child-safety-accessories-502-1435-8001-64_1000.jpg,"Product Weight (lb.) : 1.7,Returnable : 90-Day,Color : Gray,Product Type : Medical Crutches,Manufacturer Warranty : No Warranty Included",
308812695,721-785,"Lightweight Adjustable Aluminum Crutches, Adult","Crutches by Hugo are lighter than wood and are manufactured from lightweight anodized aluminum, supporting up to 300 lbs. These tall adult size, adjustable crutches can accommodate a user height of 5.10 ft. to 6.6 ft. Hugo Crutches feature dual push-button adjustments, while approximate patient height settings are labeled on the center tube to within 1 in. increments. Contoured crutch tips that feature a curved stair deflector at their tip, provide exceptional traction while a built in metal ring protects against premature wear. Hugo Crutches feature thick cushioned underarm pads, designed with internal ribbing and reinforced ends that reduce pressure and underarm fatigue. Hugo's Lightweight Adjustable Aluminum Crutches have washable hand grips, made from a natural sponge cushioning that absorb impact shock and are perspiration resistant.","Bullet03 : Contoured crutch tips that feature a curved stair deflector at their tip, provide exceptional traction while a built in metal ring protects against premature wear,Bullet04 : Hugo Crutches feature thick cushioned underarm pads,Bullet01 : These crutches are lighter than wood and are manufactured from lightweight anodized aluminum, supporting up to 300 lbs.,Bullet02 : Hugo tall adult size, adjustable crutches can accommodate a user height of 5.10 ft. to 6.6 ft. and feature dual push-button adjustments,MFG Brand Name : Hugo Mobility,Bullet05 : Washable hand grips made from a natural sponge cushioning absorb impact shock and are perspiration resistant",23.42 / 23.42,,0.0,"https://images.homedepot-static.com/productImages/eb7c27b3-0cc5-4948-8473-714758d8c767/svn/hugo-mobility-canes-721-785-64_1000.jpg,https://images.homedepot-static.com/productImages/5d138709-0fdd-443d-b6ae-f0d30ac695a2/svn/hugo-mobility-canes-721-785-c3_1000.jpg","Cane material : Aluminum,Foldable : No,Cane Type : Single Foot,Returnable : 90-Day,Color Family : Silver,Tip Type : Specialty,Mobility Product Type : Cane,Ergonomic Handle(s) : Yes,Product Weight (lb.) : 3.97,Rubber tip : Yes,Padded handle : Yes,Adjustable : Yes,Minimum Height (in.) : 44,Product Height (in.) : 52,Product Thickness (in.) : .75,Tip size (in.) : 1,Product Width (in.) : 7.87,Maximum Height (In.) : 52,Product Depth (in.) : 7.87,Manufacturer Warranty : 1 Year Limited",
